Produkt Name #1;Produkt Name #2;Produkt Name #3;Produkt Name #4;Produkt Name #5;Produkt Name #6;Produkt Name #7;Produkt Name #8;Bestell ID;Shipping Postcode;Shipping City;Customer ID
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39472;50679;Köln;128
Abo Gemüsekiste Bio (ca.5Kg)- 2x im Monat;;;;;;;;42898;40474;Düsseldorf;129
"Bauerntüte ""klassik""";;;;;;;;38825;51107;Köln;130
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;28807;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;28810;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;30018;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;30623;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;30624;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;30783;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;30784;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;31168;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;32013;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;32234;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;32931;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;33182;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;33185;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;33295;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;33409;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;33671;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;33891;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34230;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34374;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34381;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34567;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34601;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34680;50937;Köln;131
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;34723;50937;Köln;131
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;41207;50859;Köln;132
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38122;50933;Köln;133
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat";;;;;;;;43637;51143;Köln;134
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;41194;40474;Düsseldorf;135
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41903;50733;Köln;136
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41365;50672;Köln;137
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;27911;40476;Düsseldorf;138
"Bauerntüte ""klassik""";;;;;;;;42145;40223;Düsseldorf;139
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38565;50825;Köln;140
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41432;50823;Köln;141
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40246;50823;Köln;141
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43000;50823;Köln;141
Bio Gemüsekiste(ca. 5Kg);;;;;;;;38109;50769;Köln;142
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;43724;40231;Düsseldorf;143
"Abo Bauerntüte ""klassik"" - 2x im Monat";;;;;;;;40904;40223;Düsseldorf;144
"Bauerntüte ""klassik""";;;;;;;;41768;50937;Köln;145
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;43525;50825;Köln;146
"Bauerntüte ""klassik""";;;;;;;;41901;50858;Köln;147
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42492;50858;Köln;148
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span>";;;;;;;;39419;50668;Köln;149
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39131;50668;Köln;149
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39134;50668;Köln;149
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39156;50668;Köln;149
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39159;50668;Köln;149
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39442;50668;Köln;149
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39726;50668;Köln;149
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;43051;40223;Düsseldorf;150
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;42739;50823;Köln;151
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;43233;50823;Köln;151
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42382;50823;Köln;151
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40280;50859;Köln;152
"Bauerntüte ""klassik""";;;;;;;;32517;50733;Köln;153
"Bauerntüte ""klassik""";;;;;;;;39018;50674;Köln;154
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;40408;51061;Köln;155
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;40463;51061;Köln;155
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;41707;51061;Köln;155
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;42942;50968;Köln;156
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43573;50668;Köln;157
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;40378;50939;Köln;158
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;40381;50939;Köln;158
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;42440;50939;Köln;158
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;43520;50939;Köln;158
Bio Gemüsekiste(ca. 5Kg);Bio Granatapfelsaft pur (0,33 l);"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";Bio Weizenmehl Typ 405 (1 kg);;;;;40732;50939;Köln;159
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43759;40591;Düsseldorf;160
"Bauerntüte ""klassik""";;;;;;;;27641;50825;Köln;161
Bio Gemüsekiste(ca. 5Kg);;;;;;;;27830;40213;Düsseldorf;162
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Basmati Reis (500 g);Bio Sonnenblumenbrot (500 g);Bio Mandeldrink (250ml);;;;;41272;50999;Köln;163
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43544;50733;Köln;164
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42162;50937;Köln;165
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40420;50859;Köln;166
Bio Gemüsekiste(ca. 5Kg);;;;;;;;35203;40545;Düsseldorf;167
Abo Obst &  Gemüse Bio (ca. 5Kg)- 1x im Monat;;;;;;;;37608;40221;Düsseldorf;168
Bio Gemüsekiste(ca. 5Kg);;;;;;;;39359;50823;Köln;169
"Bauerntüte ""klassik""";;;;;;;;39694;51069;Köln;170
"Bauerntüte ""klassik""";;;;;;;;39976;51069;Köln;170
"Bauerntüte ""klassik""";;;;;;;;41980;51069;Köln;170
"Bauerntüte ""klassik""";;;;;;;;43301;51069;Köln;170
"Bauerntüte ""klassik""";;;;;;;;43804;51069;Köln;170
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;30541;51069;Köln;170
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38747;50935;Köln;171
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;40872;51063;Köln;171
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;40875;51063;Köln;171
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;42735;51063;Köln;171
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43629;51063;Köln;171
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;41697;50827;köln;172
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;41700;50827;köln;172
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;43153;50827;köln;172
"Bauerntüte ""klassik""";Bio Tomaten Passata (680ml);Bio geschälte Tomaten (400g);"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;41547;50939;Köln;173
"Bio Obst &amp; Gemüse (ca. 5 kg)";"Bauerntüte ""klassik""";;;;;;;42551;50939;Köln;173
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;"Bauerntüte ""klassik""";;;;;;;43339;50939;köln;173
"Bauerntüte ""klassik""";;;;;;;;43495;51061;Köln;174
"Bauerntüte ""klassik""";;;;;;;;43807;51061;Köln;175
"Bauerntüte ""klassik""";Bio H-Milch 3,5% berechtesgardener (1 L);;;;;;;41019;40549;Düsseldorf;176
Bio Gemüsekiste(ca. 5Kg);Bio H-Milch  3,5% berechtesgardener (1 L);;;;;;;41098;50933;Köln;177
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42155;51143;Köln;178
"Bauerntüte ""klassik""";;;;;;;;40922;50823;Köln;179
"Bauerntüte ""klassik""";;;;;;;;37630;50823;Köln;180
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;31029;50735;Köln;181
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;31745;50735;Köln;181
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;38582;40597;Düsseldorf;182
Bio Obst &  Gemüse (ca. 5 kg);Bio H-Milch 3,5% berechtesgardener (1 L);;;;;;;41404;40477;Düsseldorf;183
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40907;51109;Köln;184
Bio Gemüsekiste(ca. 5Kg);;;;;;;;27778;50858;Köln;185
"Bauerntüte ""klassik""";;;;;;;;42687;40470;Düsseldorf;186
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41830;51065;Köln;187
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43860;50935;Köln;188
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;41661;51109;Koeln;189
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;28854;51063;Köln;190
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;30669;51063;Köln;190
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40180;50931;köln;191
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;41731;50931;Köln;191
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;42640;50931;Köln;191
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43079;50931;Köln;191
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;40231;50931;Köln;191
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;43332;50931;Köln;191
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;Bio Gemüsekiste(ca. 5Kg);;;;;;;43800;50931;Köln;191
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42706;51109;Köln;192
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;40480;50678;Köln;193
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;40483;50678;Köln;193
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;42555;50678;Köln;193
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43548;50678;Köln;193
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;40476;50678;Köln;193
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42244;50676;Köln;194
Bio Gemüsekiste(ca. 5Kg);Bio Penne Vollkorn (500g);Bio H-Milch  3,5% berechtesgardener (1 L);Bio Fair Trade Kaffee, gemahlen (500 g);Bio Olivenöl fruchtig (0,5l);Bio Mandeldrink (250ml);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;40390;50677;Köln;195
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;40320;40474;Düsseldorf;196
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;34670;50827;Köln;197
"Bauerntüte ""klassik""";;;;;;;;40811;50935;Köln;198
Smoothiebox Mix (ca. 6 kg);;;;;;;;42278;50937;Köln;199
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41396;50858;Köln;200
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42710;50825;Köln;201
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;34604;50739;Köln;202
Bio Obst &  Gemüse (ca. 5 kg);Bio Dinkel Grünkern Burger (275g);;;;;;;40599;40477;Düsseldorf;203
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41728;50676;Köln;204
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43418;50670;Köln;205
"Bauerntüte ""klassik""";;;;;;;;38250;51105;Köln;206
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41025;50968;Köln;207
"Bauerntüte ""klassik""";;;;;;;;41478;51069;Köln;208
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;38523;40227;Duesseldorf;209
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42197;40223;Düsseldorf;210
Bio Gemüsekiste(ca. 5Kg);;;;;;;;39401;50996;Köln;211
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";Yogi Tee Frauen Power (306g);;;;;;;41214;50823;Köln;212
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";Yogi Tee Frauen Power (306g);;;;;;;41342;50823;Köln;212
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;42993;50823;Köln;212
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43026;50823;Köln;212
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43746;50823;Köln;212
Bio Hafercookies glutenfrei - Backmischung (200 g);Yogi Tee Frauen Power (306g);"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;41205;50823;Köln;212
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40038;50823;Köln;212
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;32127;50825;Köln;213
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40512;51065;Köln;214
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;43311;51143;Köln;215
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;41821;51143;Köln;216
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;42759;51143;Köln;216
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43401;50996;Köln;217
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41345;50672;Köln;218
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42671;50735;Köln;219
"Bauerntüte ""klassik""";Bio Fair To Go Orange Mango Maracuja (250ml);Bio Hof Pesto Basilikum (125g);Bio Hof Pesto Blattspinat (125g);Bio Hof Pesto Tomate Walnuss (125g);Bio Mandeldrink (250ml);Bio Passierte Tomaten (400g);Bio Sojacuisine (200ml);39550;50676;Köln;220
Smoothiebox Mix (ca. 6 kg);;;;;;;;43315;50825;Köln;221
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40675;50968;Köln;222
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43518;50968;Köln;222
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;41696;50968;Köln;222
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;42652;50968;Köln;222
"Bauerntüte ""klassik""";;;;;;;;31470;50933;Köln;223
"Bauerntüte ""klassik""";;;;;;;;32105;50933;Köln;223
"Bauerntüte ""klassik""";;;;;;;;34386;50933;Köln;223
"Bauerntüte ""klassik""";;;;;;;;35283;59674;Köln;224
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;35419;59674;Köln;225
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42143;40479;DÜSSELDORF;226
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;39718;50827;Köln;227
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;39721;50827;Köln;227
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";;;;;;;;39922;50827;Köln;227
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;37530;50670;Köln;228
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42773;51107;Köln;229
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43719;51107;Köln;229
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;42283;50859;Köln;230
"Bio Obst &amp; Gemüse (ca. 5 kg)";"Bauerntüte ""klassik""";;;;;;;40774;50999;Köln;231
"Bauerntüte ""klassik""";"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;41573;50999;Koeln;231
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41792;50739;Köln;232
"Bauerntüte ""klassik""";;;;;;;;42365;50825;Köln;233
Bio Gemüsekiste(ca. 5Kg);Bio H-Milch  3,5% berechtesgardener (1 L);;;;;;;41518;50678;Köln;234
Bio Gemüsekiste(ca. 5Kg);;;;;;;;39811;50677;Köln;235
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;34905;50677;Köln;235
"Bauerntüte ""klassik""";;;;;;;;37857;50823;Köln;236
"Bio Obst &amp; Gemüse (ca. 5 kg)";"Bio Hartweizengrieß <br /><span style=""font-size:0.6em;"">(500 g)</span>";;;;;;;29768;50933;Köln;237
Bio Gemüsekiste(ca. 5Kg);Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;28391;51109;Köln;238
"Bauerntüte ""klassik""";Bio Wiener Melange (500g);Bio H-Milch  3,5% berechtesgardener (1 L);;;;;;40679;51067;Köln;239
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;28328;40237;Düsseldorf;240
Bio Gemüsekiste(ca. 5Kg);;;;;;;;33210;50823;Köln;241
Bio Gemüsekiste(ca. 5Kg);"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;43617;51371;Leverkusen;242
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;35189;40545;Düsseldorf;243
"Bauerntüte ""klassik""";;;;;;;;42536;45892;Gelsenkirchen;244
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43554;51067;Köln;245
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42685;51067;Köln;246
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42265;51109;Köln;247
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;30820;50767;Köln;248
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43825;51147;Köln;249
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;27522;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;27630;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28253;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28310;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28343;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28414;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28415;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28730;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;28795;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;29034;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;29860;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;29935;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30513;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30515;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30617;50672;Köln;250
