Produkt Name #1;Produkt Name #2;Produkt Name #3;Produkt Name #4;Produkt Name #5;Produkt Name #6;Produkt Name #7;Produkt Name #8;Bestell ID;Shipping Postcode;Shipping City;Customer ID
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30737;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30741;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30780;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30781;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;30843;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;31114;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;31144;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;31444;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;31950;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32071;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32075;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32203;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32213;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32434;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32870;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;32873;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;33191;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;33192;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;33276;50672;Köln;250
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";;;;;;;;33277;50672;Köln;250
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;41633;40474;Düsseldorf;251
"Bauerntüte ""klassik""";;;;;;;;40373;50678;Köln;252
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42491;50678;Köln;252
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41906;50935;Köln;253
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42698;50935;Köln;253
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43583;50935;Köln;253
"Bauerntüte ""klassik""";;;;;;;;27626;50679;Köln;254
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;34108;50823;Köln;255
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;39555;50937;Köln;256
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;39558;50937;Köln;256
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;39610;50937;Köln;256
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);;;;;;;;39681;50937;Köln;256
"Bauerntüte ""klassik""";;;;;;;;38589;50937;Köln;256
Bio Gemüsekiste(ca. 5Kg);;;;;;;;37866;50937;Köln;256
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40532;51109;Köln;257
"Bauerntüte ""klassik""";;;;;;;;41456;50969;Köln;258
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;43799;50733;Köln;259
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43834;50674;Köln;260
Bio Gemüsekiste(ca. 5Kg);Natur-Pflege Handcreme Ringelblume (75 ml);Bio Hof Pesto Basilikum (125g);;;;;;40260;50670;Köln;261
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;41366;50670;Köln;261
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42957;50996;Köln-Rodenkirchen;262
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42690;50996;Köln - Rodenkirchen;262
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;42174;40235;Duesseldorf;263
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Sojacuisine (200ml);;;;;;;41298;50859;Köln;264
"Bauerntüte ""klassik""";;;;;;;;40359;50733;Köln;265
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;40528;50733;Köln;266
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;40364;50737;Köln;267
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;42744;50737;Köln;267
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;43588;50737;Köln;267
Bio Gemüsekiste(ca. 5Kg);"Bauerntüte ""klassik""";;;;;;;43541;50999;Köln;268
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;41970;46282;Dorsten;269
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40691;52428;Jülich;270
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41193;50737;Köln;271
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;43765;50667;Köln;272
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40504;50676;Köln;273
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;42230;40545;Düsseldorf;274
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;27623;50677;Köln;275
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43777;50733;Köln;276
"Bauerntüte ""klassik""";;;;;;;;43012;50668;Köln;277
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41548;50668;Köln;277
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;39332;40591;Düsseldorf;278
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;39520;40219;Düsseldorf;279
Bio Gemüsekiste(ca. 5Kg);Smoothiebox Mix (ca. 6 kg);;;;;;;40540;50670;Koln;280
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41769;50670;Köln;281
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43330;50670;Köln;281
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43223;50670;Köln;281
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;43732;50670;Köln;281
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;42148;50733;Köln;282
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;42151;50733;Köln;282
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat;;;;;;;;43283;50733;Köln;282
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;33979;51105;Köln;283
"Bauerntüte ""klassik""";;;;;;;;35939;50968;Köln;284
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;30517;40229;Düsseldorf;285
"Bauerntüte ""klassik""";;;;;;;;32088;40476;Düsseldorf;286
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43059;50676;Köln;287
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42367;50676;Köln;287
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40061;50997;Köln;288
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43166;50997;Köln;288
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;34109;50829;Köln;289
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38743;50825;Köln;289
"Bauerntüte ""klassik""";;;;;;;;38623;50827;Köln;290
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38022;50827;Köln;290
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43654;50968;Köln;291
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42166;51149;Köln;292
Bio Obst &  Gemüse (ca. 5 kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;40179;40474;Düsseldorf;293
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38281;50937;Köln;294
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;39498;51103;Köln;295
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;39501;51103;Köln;295
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;39604;51103;Köln;295
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;39774;51103;Köln;295
Bio Obst &  Gemüse (ca. 5 kg);"Bio Hartweizengrieß <br /><span style=""font-size:0.6em;"">(500 g)</span>";;;;;;;27530;40599;Düsseldorf;296
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Haferflocken kleinblatt (500 g);Bio Weizenmehl, Typ 550 (1000g);;;;;;40586;50968;Köln;297
Smoothiebox Mix (ca. 6 kg);;;;;;;;34875;51109;Köln;297
"Bauerntüte ""klassik""";;;;;;;;28061;50676;köln;298
"Bauerntüte ""klassik""";;;;;;;;40064;51067;Köln;299
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43663;50769;Köln;300
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;42286;50859;Köln;301
Bio Gemüsekiste(ca. 5Kg);Rote Bete Bio Scheiben im Glas (370g);;;;;;;41274;51149;Köln;302
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42508;51149;Köln;302
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43692;51149;Köln;302
Bio Obst &  Gemüse (ca. 5 kg);;;;;;;;32133;40235;Düsseldorf;303
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;35918;50374;Erfstadt;304
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;39410;50823;Köln;305
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;43126;50939;Köln;306
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;42208;50939;Köln;306
Abo Obst &  Gemüse Bio (ca. 5Kg)- 2x im Monat;;;;;;;;40425;40470;Düsseldorf;307
Bio Gemüsekiste(ca. 5Kg);;;;;;;;41269;40476;Düsseldorf;308
"Abo Bauerntüte ""klassik"" - 2x im Monat";;;;;;;;33541;40227;Düsseldorf;309
"Bauerntüte ""klassik""";Bio Gemüsekiste(ca. 5Kg);Bio Couscous (500g);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;32028;51063;Köln;310
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;38208;40589;Düsseldorf;311
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;28811;50931;Köln;312
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;37987;50674;Köln;313
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43823;40237;Düsseldorf;314
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38260;50858;Köln;315
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43634;50672;Köln;316
Abo Obst &  Gemüse Bio (ca. 5Kg)- 4x im Monat (wöchentlich);;;;;;;;43275;40472;Düsseldorf;317
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43572;50823;Köln;318
"Bauerntüte ""klassik""";;;;;;;;34176;50968;Köln;319
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;43236;50997;Köln;320
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;43653;50997;Köln;320
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42631;50997;Köln;321
"Bauerntüte ""klassik""";;;;;;;;41554;40599;Düsseldorf;322
Bio Obst &  Gemüse (ca. 5 kg);"Bauerntüte ""klassik""";;;;;;;42525;40233;Düsseldorf;323
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38159;51069;Köln;324
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38212;51069;Köln;324
"Bauerntüte ""klassik""";;;;;;;;34102;40229;Düsseldorf;325
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;38264;51067;Köln;326
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;38267;51067;Köln;326
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;38669;51067;Köln;326
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;38998;51067;Köln;326
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39337;51067;Köln;326
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39601;51067;Köln;326
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;39608;51067;Köln;326
Smoothiebox Mix (ca. 6 kg);;;;;;;;28230;50674;Köln;327
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43618;50678;Köln;328
Bio Gemüsekiste(ca. 5Kg);Bio Weizenmehl Typ 405 (1 kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;41164;50829;Köln;329
"Bauerntüte ""klassik""";;;;;;;;33228;50823;Köln;330
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;41282;51143;Köln;331
"Bauerntüte ""klassik""";"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;43499;50674;Köln;332
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43730;40591;Düsseldorf;333
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;38847;50931;Köln;334
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43720;50677;Köln;335
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42173;50825;Köln;336
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat";;;;;;;;42281;50733;Köln;337
Bio Gemüsekiste(ca. 5Kg);;;;;;;;43639;50739;Köln;338
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;;42589;51109;Köln;339
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;;43159;51109;Köln;340
"Bauerntüte ""klassik""";;;;;;;;41963;51109;Köln;340
"Bauerntüte ""klassik""";;;;;;;;39872;51065;Köln;341
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40725;51067;Köln;342
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40727;51067;Köln;342
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;42855;50859;Köln;343
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41179;51063;Köln;345
Bio Gemüsekiste(ca. 5Kg);;;;;;;;42566;50829;Köln;346
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;42315;52355;Düren- Gürzenich;347
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40819;50939;Köln;348
Bio Gemüsekiste(ca. 5Kg);;;;;;;;35882;50969;Köln;349
"Bauerntüte ""klassik""";;;;;;;;34890;50733;Köln;350
"Bauerntüte ""klassik""";;;;;;;;35257;50733;Köln;350
"Bauerntüte ""klassik""";;;;;;;;38224;50733;Köln;350
"Bauerntüte ""klassik""";;;;;;;;40169;50733;Köln;350
"Bauerntüte ""klassik""";;;;;;;;41280;50733;Köln;350
"Bauerntüte ""klassik""";;;;;;;;39365;50765;Köln;351
Abo Gemüsekiste Bio (ca.5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich);"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 2x im Monat";Abo Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten - 2x im Monat;;;;;43383;50767;Köln;352
"Bauerntüte ""klassik""";Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;41597;50767;Köln;352
"Bauerntüte ""klassik""";Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;42796;50767;Köln;352
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;"Bauerntüte ""klassik""";;;;;;43076;50767;Köln;352
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;43530;50996;Köln;353
"Bauerntüte ""klassik""";Bio Weizenmehl, Typ 550 (1000g);Bio geschälte Tomaten (400g);Bio Hof Pesto Basilikum (125g);Bio Lasagne-Platten Semola (250g);Bio Spaghetti (500g);Bio Sonnenblumenbrot (500 g);Bio Trockenhefe (5x9 g);40726;51145;Köln;354
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;41462;50937;Köln;355
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;Bio Gemüsekiste(ca. 5Kg);;;;;;;42992;50937;Köln;355
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;42196;50968;Köln;356
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;42099;40231;Düsseldorf;357
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;42865;50969;Köln;358
"Bauerntüte ""klassik""";;;;;;;;39251;50678;Köln;359
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;43613;48149;Münster;360
Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;;43614;48149;Münster;360
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 1x im Monat";;;;;;;;43114;51069;Köln;361
Bio Gemüsekiste(ca. 5Kg);Bio Obst (ca. 5Kg) 8-10 Sorten mit Exoten;;;;;;;38183;50679;Köln;363
Bio Obst (ca. 5Kg) 4-5 Sorten, direkt verzehrbar;;;;;;;;38252;50679;Köln;363
Bio Smoothiebox klassisch;Bio Gemüsekiste(ca. 5Kg);;;;;;;38944;50676;Köln;364
Bio Gemüsekiste(ca. 5Kg);;;;;;;;40763;50676;Köln;365
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;41885;50668;Köln;366
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;41888;50668;Köln;366
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43201;50668;Köln;366
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 2x im Monat";;;;;;;;43855;50668;Köln;366
"Bio Obst &amp; Gemüse (ca. 5 kg)";Bio Hof Pesto Basilikum (125g);Bio Hof Pesto Tomate Walnuss (125g);Bio Penne Vollkorn (500g);Bio Spaghetti Sommerdinkel Semola (500g);Bio Tomaten Passata (680ml);;;40984;50668;Köln;366
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;35410;51105;Köln;367
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;35413;51105;Köln;367
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;36217;51105;Köln;367
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;37683;51105;Köln;367
"Abo Bauerntüte ""klassik""<br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 1x im Monat";;;;;;;;38153;51105;Köln;367
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;40459;50939;Köln;368
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;42820;50939;Köln;368
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";Bio Kokoswasser (250ml);Bio Hafercookies glutenfrei - Backmischung (200 g);Bio Trockenhefe (5x9 g);;;;40486;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;40490;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;41682;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;42565;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;42568;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;43151;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;43156;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;43549;50859;Köln;369
"Abo Obst &amp; Gemüse Bio (ca. 5Kg)1x im Monat / 2x im Monat / 4x im Monat - 4x im Monat (wöchentlich)";"Abo Obstbox Bio <br /><span style=""font-size:0.6em;"">(ca. 5Kg)</span><br /><span style=""font-size:0.6em;"">1x im Monat / 2x im Monat / 4x im Monat</span> - 4x im Monat (wöchentlich)";;;;;;;43826;50859;Köln;369
"Bio Obst &amp; Gemüse (ca. 5 kg)";;;;;;;;37801;50667;Köln;370
"Bauerntüte ""klassik""";;;;;;;;34667;50937;Köln;371
